matchid,teamid,0_1,0_2,0_3,0_4,1_2,1_3,1_4,2_3,2_4,3_4,cs_00,cs_01,cs_02,cs_03,cs_04,cs_05,cs_06,cs_07,cs_08,cs_09,total_cs,gameDuration,win,total_death,total_kills,total_obj,delta_cs
NA1_3858842452,0,,,,,,,,,,,,,,,,,,,,,0,1352535,False,17,10,6,0
NA1_3858842452,1,,,,,,,,,,,,,,,,,,,,,0,1352535,True,10,17,6,0
NA1_3857977537,0,,,,,,,,,,,,,,,,,,,,,0,2220665,False,40,30,6,0
NA1_3857977537,1,,,,,,,,,,,,,,,,,,,,,0,2220665,True,30,40,6,0
NA1_3856227403,0,,,,,,,,,,,,,,,,,,,,,0,1776849,True,13,29,6,0
NA1_3856227403,1,,,,,,,,,,,,,,,,,,,,,0,1776849,False,29,13,6,0
NA1_3856204492,0,,,,,,,,,,,,,,,,,,,,,0,2157286,True,22,35,6,0
NA1_3856204492,1,,,,,,,,,,,,,,,,,,,,,0,2157286,False,35,22,6,0
NA1_3855389685,0,,,,,,,,,,,,,,,,,,,,,0,1865555,True,21,39,6,0
NA1_3855389685,1,,,,,,,,,,,,,,,,,,,,,0,1865555,False,40,21,6,0
NA1_3855403832,0,,,,,,,,,,,,,,,,,,,,,0,1322978,False,26,15,6,0
NA1_3855403832,1,,,,,,,,,,,,,,,,,,,,,0,1322978,True,15,26,6,0
NA1_3854003110,0,,,,,,,,,,,,,,,,,,,,,0,1585810,True,5,16,6,0
NA1_3854003110,1,,,,,,,,,,,,,,,,,,,,,0,1585810,False,16,5,6,0
NA1_3853858503,0,,,,,,,,,,,,,,,,,,,,,0,1578354,False,23,6,6,0
NA1_3853858503,1,,,,,,,,,,,,,,,,,,,,,0,1578354,True,6,23,6,0
NA1_3853224119,0,,,,,,,,,,,,,,,,,,,,,0,1896764,False,43,27,6,0
NA1_3853224119,1,,,,,,,,,,,,,,,,,,,,,0,1896764,True,29,43,6,0
NA1_3853157262,0,,,,,,,,,,,,,,,,,,,,,0,2112162,True,26,38,6,0
NA1_3853157262,1,,,,,,,,,,,,,,,,,,,,,0,2112162,False,38,26,6,0
NA1_3853160421,0,,,,,,,,,,,,,,,,,,,,,0,1388876,True,14,29,6,0
NA1_3853160421,1,,,,,,,,,,,,,,,,,,,,,0,1388876,False,29,14,6,0
NA1_3853075563,0,,,,,,,,,,,,,,,,,,,,,0,1585128,True,29,39,6,0
NA1_3853075563,1,,,,,,,,,,,,,,,,,,,,,0,1585128,False,39,29,6,0
NA1_3852999175,0,,,,,,,,,,,,,,,,,,,,,0,1574099,False,62,58,6,0
NA1_3852999175,1,,,,,,,,,,,,,,,,,,,,,0,1574099,True,58,62,6,0
NA1_3852974246,0,,,,,,,,,,,,,,,,,,,,,0,1503586,False,49,52,6,0
NA1_3852974246,1,,,,,,,,,,,,,,,,,,,,,0,1503586,True,52,49,6,0
NA1_3852796885,0,,,,,,,,,,,,,,,,,,,,,0,2009266,True,29,39,6,0
NA1_3852796885,1,,,,,,,,,,,,,,,,,,,,,0,2009266,False,39,29,6,0
NA1_3852649419,0,,,,,,,,,,,,,,,,,,,,,0,1893043,True,20,35,6,0
NA1_3852649419,1,,,,,,,,,,,,,,,,,,,,,0,1893043,False,35,20,6,0
NA1_3852671211,0,,,,,,,,,,,,,,,,,,,,,0,2305010,True,27,37,6,0
NA1_3852671211,1,,,,,,,,,,,,,,,,,,,,,0,2305010,False,37,27,6,0
NA1_3852392161,0,,,,,,,,,,,,,,,,,,,,,0,1300434,False,38,20,6,0
NA1_3852392161,1,,,,,,,,,,,,,,,,,,,,,0,1300434,True,20,38,6,0
NA1_3852288349,0,,,,,,,,,,,,,,,,,,,,,0,1268407,False,26,10,6,0
NA1_3852288349,1,,,,,,,,,,,,,,,,,,,,,0,1268407,True,10,26,6,0
NA1_3852284016,0,,,,,,,,,,,,,,,,,,,,,0,1988951,True,44,35,6,0
NA1_3852284016,1,,,,,,,,,,,,,,,,,,,,,0,1988951,False,36,44,6,0
NA1_3852218342,0,,,,,,,,,,,,,,,,,,,,,0,2390261,False,46,47,6,0
NA1_3852218342,1,,,,,,,,,,,,,,,,,,,,,0,2390261,True,47,46,6,0
NA1_3851262173,0,,,,,,,,,,,,,,,,,,,,,0,1962718,False,31,24,6,0
NA1_3851262173,1,,,,,,,,,,,,,,,,,,,,,0,1962718,True,24,30,6,0
NA1_3851166131,0,,,,,,,,,,,,,,,,,,,,,0,2289421,True,30,43,6,0
NA1_3851166131,1,,,,,,,,,,,,,,,,,,,,,0,2289421,False,44,29,6,0
NA1_3850396845,0,,,,,,,,,,,,,,,,,,,,,0,1652936,True,27,26,6,0
NA1_3850396845,1,,,,,,,,,,,,,,,,,,,,,0,1652936,False,26,27,6,0
NA1_3850248877,0,,,,,,,,,,,,,,,,,,,,,0,2066801,True,31,33,6,0
NA1_3850248877,1,,,,,,,,,,,,,,,,,,,,,0,2066801,False,33,31,6,0
NA1_3850303903,0,,,,,,,,,,,,,,,,,,,,,0,919494,False,17,5,6,0
NA1_3850303903,1,,,,,,,,,,,,,,,,,,,,,0,919494,True,5,17,6,0
NA1_3850186341,0,,,,,,,,,,,,,,,,,,,,,0,1803393,True,27,37,6,0
NA1_3850186341,1,,,,,,,,,,,,,,,,,,,,,0,1803393,False,37,27,6,0
NA1_3850058105,0,,,,,,,,,,,,,,,,,,,,,0,1674409,False,47,19,6,0
NA1_3850058105,1,,,,,,,,,,,,,,,,,,,,,0,1674409,True,19,46,6,0
NA1_3849882469,0,,,,,,,,,,,,,,,,,,,,,0,2029497,True,25,31,6,0
NA1_3849882469,1,,,,,,,,,,,,,,,,,,,,,0,2029497,False,32,25,6,0
NA1_3849855190,0,,,,,,,,,,,,,,,,,,,,,0,1421589,False,23,23,6,0
NA1_3849855190,1,,,,,,,,,,,,,,,,,,,,,0,1421589,True,23,23,6,0
NA1_3849748374,0,,,,,,,,,,,,,,,,,,,,,0,1846287,True,25,43,6,0
NA1_3849748374,1,,,,,,,,,,,,,,,,,,,,,0,1846287,False,43,25,6,0
NA1_3849770289,0,,,,,,,,,,,,,,,,,,,,,0,2562186,False,41,38,6,0
NA1_3849770289,1,,,,,,,,,,,,,,,,,,,,,0,2562186,True,38,41,6,0
NA1_3849022133,0,,,,,,,,,,,,,,,,,,,,,0,191715,False,1,0,6,0
NA1_3849022133,1,,,,,,,,,,,,,,,,,,,,,0,191715,True,0,1,6,0
NA1_3848937623,0,,,,,,,,,,,,,,,,,,,,,0,1220664,True,4,16,6,0
NA1_3848937623,1,,,,,,,,,,,,,,,,,,,,,0,1220664,False,16,4,6,0
NA1_3848700027,0,,,,,,,,,,,,,,,,,,,,,0,1811448,True,18,38,6,0
NA1_3848700027,1,,,,,,,,,,,,,,,,,,,,,0,1811448,False,39,18,6,0
NA1_3848585857,0,,,,,,,,,,,,,,,,,,,,,0,1880734,True,30,57,6,0
NA1_3848585857,1,,,,,,,,,,,,,,,,,,,,,0,1880734,False,57,29,6,0
NA1_3848572800,0,,,,,,,,,,,,,,,,,,,,,0,1144337,True,38,48,6,0
NA1_3848572800,1,,,,,,,,,,,,,,,,,,,,,0,1144337,False,48,38,6,0
NA1_3848542067,0,,,,,,,,,,,,,,,,,,,,,0,1190190,False,24,12,6,0
NA1_3848542067,1,,,,,,,,,,,,,,,,,,,,,0,1190190,True,12,24,6,0
NA1_3848487448,0,,,,,,,,,,,,,,,,,,,,,0,2086312,True,36,42,6,0
NA1_3848487448,1,,,,,,,,,,,,,,,,,,,,,0,2086312,False,42,36,6,0
NA1_3848443592,0,,,,,,,,,,,,,,,,,,,,,0,1958670,False,40,28,6,0
NA1_3848443592,1,,,,,,,,,,,,,,,,,,,,,0,1958670,True,28,40,6,0
NA1_3848425791,0,,,,,,,,,,,,,,,,,,,,,0,1053632,False,58,45,6,0
NA1_3848425791,1,,,,,,,,,,,,,,,,,,,,,0,1053632,True,45,58,6,0
NA1_3848423451,0,,,,,,,,,,,,,,,,,,,,,0,1145443,False,52,36,6,0
NA1_3848423451,1,,,,,,,,,,,,,,,,,,,,,0,1145443,True,37,52,6,0
NA1_3846402481,0,,,,,,,,,,,,,,,,,,,,,0,2040727,False,43,25,6,0
NA1_3846402481,1,,,,,,,,,,,,,,,,,,,,,0,2040727,True,25,43,6,0
NA1_3846336692,0,,,,,,,,,,,,,,,,,,,,,0,1511593,True,19,29,6,0
NA1_3846336692,1,,,,,,,,,,,,,,,,,,,,,0,1511593,False,29,19,6,0
NA1_3846229178,0,,,,,,,,,,,,,,,,,,,,,0,1927130,False,43,35,6,0
NA1_3846229178,1,,,,,,,,,,,,,,,,,,,,,0,1927130,True,35,43,6,0
NA1_3845889226,0,,,,,,,,,,,,,,,,,,,,,0,2746334,True,24,34,6,0
NA1_3845889226,1,,,,,,,,,,,,,,,,,,,,,0,2746334,False,34,24,6,0
NA1_3845894255,0,,,,,,,,,,,,,,,,,,,,,0,2159889,False,29,15,6,0
NA1_3845894255,1,,,,,,,,,,,,,,,,,,,,,0,2159889,True,16,29,6,0
NA1_3844599249,0,,,,,,,,,,,,,,,,,,,,,0,1528491,True,11,29,6,0
NA1_3844599249,1,,,,,,,,,,,,,,,,,,,,,0,1528491,False,29,11,6,0
NA1_3844556774,0,,,,,,,,,,,,,,,,,,,,,0,1233182,False,12,4,6,0
NA1_3844556774,1,,,,,,,,,,,,,,,,,,,,,0,1233182,True,5,12,6,0
NA1_3842684654,0,,,,,,,,,,,,,,,,,,,,,0,2017768,True,34,47,6,0
NA1_3842684654,1,,,,,,,,,,,,,,,,,,,,,0,2017768,False,47,34,6,0
NA1_3842598284,0,,,,,,,,,,,,,,,,,,,,,0,1873839,False,39,22,6,0
NA1_3842598284,1,,,,,,,,,,,,,,,,,,,,,0,1873839,True,23,39,6,0
NA1_3842591585,0,,,,,,,,,,,,,,,,,,,,,0,1836185,True,21,31,6,0
NA1_3842591585,1,,,,,,,,,,,,,,,,,,,,,0,1836185,False,31,21,6,0
NA1_3842525932,0,,,,,,,,,,,,,,,,,,,,,0,1491889,True,22,36,6,0
NA1_3842525932,1,,,,,,,,,,,,,,,,,,,,,0,1491889,False,36,22,6,0
NA1_3842448130,0,,,,,,,,,,,,,,,,,,,,,0,2110092,True,24,35,6,0
NA1_3842448130,1,,,,,,,,,,,,,,,,,,,,,0,2110092,False,35,24,6,0
NA1_3842452161,0,,,,,,,,,,,,,,,,,,,,,0,1508730,True,18,29,6,0
NA1_3842452161,1,,,,,,,,,,,,,,,,,,,,,0,1508730,False,29,18,6,0
NA1_3842415079,0,,,,,,,,,,,,,,,,,,,,,0,1789284,False,38,33,6,0
NA1_3842415079,1,,,,,,,,,,,,,,,,,,,,,0,1789284,True,33,38,6,0
NA1_3842315375,0,,,,,,,,,,,,,,,,,,,,,0,1063338,False,19,8,6,0
NA1_3842315375,1,,,,,,,,,,,,,,,,,,,,,0,1063338,True,9,19,6,0
NA1_3842339822,0,,,,,,,,,,,,,,,,,,,,,0,1527048,True,26,29,6,0
NA1_3842339822,1,,,,,,,,,,,,,,,,,,,,,0,1527048,False,29,26,6,0
NA1_3842293668,0,,,,,,,,,,,,,,,,,,,,,0,2407259,True,38,51,6,0
NA1_3842293668,1,,,,,,,,,,,,,,,,,,,,,0,2407259,False,51,38,6,0
NA1_3842251367,0,,,,,,,,,,,,,,,,,,,,,0,1575172,False,35,27,6,0
NA1_3842251367,1,,,,,,,,,,,,,,,,,,,,,0,1575172,True,27,35,6,0
NA1_3842108098,0,,,,,,,,,,,,,,,,,,,,,0,1303897,True,20,26,6,0
NA1_3842108098,1,,,,,,,,,,,,,,,,,,,,,0,1303897,False,26,20,6,0
NA1_3841929299,0,,,,,,,,,,,,,,,,,,,,,0,2399267,True,27,43,6,0
NA1_3841929299,1,,,,,,,,,,,,,,,,,,,,,0,2399267,False,43,27,6,0
NA1_3841389397,0,,,,,,,,,,,,,,,,,,,,,0,935690,True,1,24,6,0
NA1_3841389397,1,,,,,,,,,,,,,,,,,,,,,0,935690,False,24,1,6,0
NA1_3841367279,0,,,,,,,,,,,,,,,,,,,,,0,942698,False,28,12,6,0
NA1_3841367279,1,,,,,,,,,,,,,,,,,,,,,0,942698,True,12,28,6,0
NA1_3841345046,0,,,,,,,,,,,,,,,,,,,,,0,970681,False,14,5,6,0
NA1_3841345046,1,,,,,,,,,,,,,,,,,,,,,0,970681,True,5,14,6,0
NA1_3841341649,0,,,,,,,,,,,,,,,,,,,,,0,939240,True,4,18,6,0
NA1_3841341649,1,,,,,,,,,,,,,,,,,,,,,0,939240,False,18,4,6,0
NA1_3841255062,0,,,,,,,,,,,,,,,,,,,,,0,1960004,False,32,32,6,0
NA1_3841255062,1,,,,,,,,,,,,,,,,,,,,,0,1960004,True,32,32,6,0
NA1_3841216870,0,,,,,,,,,,,,,,,,,,,,,0,1848886,False,47,26,6,0
NA1_3841216870,1,,,,,,,,,,,,,,,,,,,,,0,1848886,True,26,47,6,0
NA1_3841129438,0,,,,,,,,,,,,,,,,,,,,,0,1931719,True,29,27,6,0
NA1_3841129438,1,,,,,,,,,,,,,,,,,,,,,0,1931719,False,27,29,6,0
NA1_3841067930,0,,,,,,,,,,,,,,,,,,,,,0,2164836,False,48,28,6,0
NA1_3841067930,1,,,,,,,,,,,,,,,,,,,,,0,2164836,True,28,48,6,0
NA1_3841081181,0,,,,,,,,,,,,,,,,,,,,,0,1395860,True,14,38,6,0
NA1_3841081181,1,,,,,,,,,,,,,,,,,,,,,0,1395860,False,39,14,6,0
NA1_3841034957,0,,,,,,,,,,,,,,,,,,,,,0,1717100,False,26,18,6,0
NA1_3841034957,1,,,,,,,,,,,,,,,,,,,,,0,1717100,True,18,26,6,0
NA1_3841011546,0,,,,,,,,,,,,,,,,,,,,,0,1369432,True,14,35,6,0
NA1_3841011546,1,,,,,,,,,,,,,,,,,,,,,0,1369432,False,35,12,6,0
NA1_3840839046,0,,,,,,,,,,,,,,,,,,,,,0,1582603,True,9,33,6,0
NA1_3840839046,1,,,,,,,,,,,,,,,,,,,,,0,1582603,False,33,9,6,0
NA1_3840893383,0,,,,,,,,,,,,,,,,,,,,,0,1386222,True,21,28,6,0
NA1_3840893383,1,,,,,,,,,,,,,,,,,,,,,0,1386222,False,28,21,6,0
NA1_3839695093,0,,,,,,,,,,,,,,,,,,,,,0,2537136,True,47,37,6,0
NA1_3839695093,1,,,,,,,,,,,,,,,,,,,,,0,2537136,False,37,47,6,0
NA1_3839629430,0,,,,,,,,,,,,,,,,,,,,,0,2335801,False,43,22,6,0
NA1_3839629430,1,,,,,,,,,,,,,,,,,,,,,0,2335801,True,22,43,6,0
NA1_3839571521,0,,,,,,,,,,,,,,,,,,,,,0,1558973,True,17,34,6,0
NA1_3839571521,1,,,,,,,,,,,,,,,,,,,,,0,1558973,False,34,17,6,0
NA1_3839565072,0,,,,,,,,,,,,,,,,,,,,,0,1568847,True,20,30,6,0
NA1_3839565072,1,,,,,,,,,,,,,,,,,,,,,0,1568847,False,30,20,6,0
NA1_3839550938,0,,,,,,,,,,,,,,,,,,,,,0,2349892,False,47,27,6,0
NA1_3839550938,1,,,,,,,,,,,,,,,,,,,,,0,2349892,True,27,47,6,0
NA1_3839467810,0,,,,,,,,,,,,,,,,,,,,,0,2159576,False,30,20,6,0
NA1_3839467810,1,,,,,,,,,,,,,,,,,,,,,0,2159576,True,20,30,6,0
NA1_3839075810,0,,,,,,,,,,,,,,,,,,,,,0,1941702,False,27,40,6,0
NA1_3839075810,1,,,,,,,,,,,,,,,,,,,,,0,1941702,True,40,27,6,0
NA1_3839052447,0,,,,,,,,,,,,,,,,,,,,,0,1636866,True,11,27,6,0
NA1_3839052447,1,,,,,,,,,,,,,,,,,,,,,0,1636866,False,27,11,6,0
NA1_3837687806,0,,,,,,,,,,,,,,,,,,,,,0,1833359,False,34,29,6,0
NA1_3837687806,1,,,,,,,,,,,,,,,,,,,,,0,1833359,True,30,34,6,0
NA1_3837730977,0,,,,,,,,,,,,,,,,,,,,,0,1921753,False,37,27,6,0
NA1_3837730977,1,,,,,,,,,,,,,,,,,,,,,0,1921753,True,27,37,6,0
NA1_3837644943,0,,,,,,,,,,,,,,,,,,,,,0,1987966,True,16,25,6,0
NA1_3837644943,1,,,,,,,,,,,,,,,,,,,,,0,1987966,False,25,16,6,0
NA1_3837588921,0,,,,,,,,,,,,,,,,,,,,,0,1689710,True,19,28,6,0
NA1_3837588921,1,,,,,,,,,,,,,,,,,,,,,0,1689710,False,28,19,6,0
NA1_3837604182,0,,,,,,,,,,,,,,,,,,,,,0,955594,True,5,15,6,0
NA1_3837604182,1,,,,,,,,,,,,,,,,,,,,,0,955594,False,15,5,6,0
NA1_3837506572,0,,,,,,,,,,,,,,,,,,,,,0,2411390,True,42,54,6,0
NA1_3837506572,1,,,,,,,,,,,,,,,,,,,,,0,2411390,False,54,40,6,0
NA1_3837448916,0,,,,,,,,,,,,,,,,,,,,,0,2240166,False,48,27,6,0
NA1_3837448916,1,,,,,,,,,,,,,,,,,,,,,0,2240166,True,27,47,6,0
NA1_3837423967,0,,,,,,,,,,,,,,,,,,,,,0,1540388,True,15,35,6,0
NA1_3837423967,1,,,,,,,,,,,,,,,,,,,,,0,1540388,False,35,15,6,0
NA1_3837357942,0,,,,,,,,,,,,,,,,,,,,,0,1917728,False,44,22,6,0
NA1_3837357942,1,,,,,,,,,,,,,,,,,,,,,0,1917728,True,22,44,6,0
NA1_3837390490,0,,,,,,,,,,,,,,,,,,,,,0,2178165,False,46,37,6,0
NA1_3837390490,1,,,,,,,,,,,,,,,,,,,,,0,2178165,True,37,46,6,0
NA1_3837268393,0,,,,,,,,,,,,,,,,,,,,,0,1489072,False,31,12,6,0
NA1_3837268393,1,,,,,,,,,,,,,,,,,,,,,0,1489072,True,12,31,6,0
NA1_3837206322,0,,,,,,,,,,,,,,,,,,,,,0,2400809,False,41,27,6,0
NA1_3837206322,1,,,,,,,,,,,,,,,,,,,,,0,2400809,True,27,41,6,0
NA1_3837189324,0,,,,,,,,,,,,,,,,,,,,,0,2583008,False,38,22,6,0
NA1_3837189324,1,,,,,,,,,,,,,,,,,,,,,0,2583008,True,22,38,6,0
NA1_3837138423,0,,,,,,,,,,,,,,,,,,,,,0,1139401,False,24,9,6,0
NA1_3837138423,1,,,,,,,,,,,,,,,,,,,,,0,1139401,True,9,24,6,0
NA1_3836643440,0,,,,,,,,,,,,,,,,,,,,,0,2101923,True,12,26,6,0
NA1_3836643440,1,,,,,,,,,,,,,,,,,,,,,0,2101923,False,26,12,6,0
NA1_3836567321,0,,,,,,,,,,,,,,,,,,,,,0,2357945,True,39,41,6,0
NA1_3836567321,1,,,,,,,,,,,,,,,,,,,,,0,2357945,False,41,39,6,0
NA1_3836571610,0,,,,,,,,,,,,,,,,,,,,,0,1767899,True,32,32,6,0
NA1_3836571610,1,,,,,,,,,,,,,,,,,,,,,0,1767899,False,32,32,6,0
NA1_3836496756,0,,,,,,,,,,,,,,,,,,,,,0,1410675,True,8,32,6,0
NA1_3836496756,1,,,,,,,,,,,,,,,,,,,,,0,1410675,False,32,8,6,0
NA1_3835142522,0,,,,,,,,,,,,,,,,,,,,,0,2164946,True,40,42,6,0
NA1_3835142522,1,,,,,,,,,,,,,,,,,,,,,0,2164946,False,42,40,6,0
NA1_3835027981,0,,,,,,,,,,,,,,,,,,,,,0,1631069,True,18,34,6,0
NA1_3835027981,1,,,,,,,,,,,,,,,,,,,,,0,1631069,False,34,18,6,0
NA1_3835072184,0,,,,,,,,,,,,,,,,,,,,,0,1266879,True,10,32,6,0
NA1_3835072184,1,,,,,,,,,,,,,,,,,,,,,0,1266879,False,32,10,6,0
NA1_3835005614,0,,,,,,,,,,,,,,,,,,,,,0,1838559,True,31,44,6,0
NA1_3835005614,1,,,,,,,,,,,,,,,,,,,,,0,1838559,False,44,31,6,0
NA1_3834906297,0,,,,,,,,,,,,,,,,,,,,,0,2689812,True,31,53,6,0
NA1_3834906297,1,,,,,,,,,,,,,,,,,,,,,0,2689812,False,53,31,6,0
NA1_3834714849,0,,,,,,,,,,,,,,,,,,,,,0,1418793,True,19,34,6,0
NA1_3834714849,1,,,,,,,,,,,,,,,,,,,,,0,1418793,False,34,19,6,0
NA1_3834710136,0,,,,,,,,,,,,,,,,,,,,,0,1393569,True,7,25,6,0
NA1_3834710136,1,,,,,,,,,,,,,,,,,,,,,0,1393569,False,26,7,6,0
NA1_3834661130,0,,,,,,,,,,,,,,,,,,,,,0,2058470,False,46,30,6,0
NA1_3834661130,1,,,,,,,,,,,,,,,,,,,,,0,2058470,True,30,46,6,0
NA1_3834556940,0,,,,,,,,,,,,,,,,,,,,,0,2110949,False,35,15,6,0
NA1_3834556940,1,,,,,,,,,,,,,,,,,,,,,0,2110949,True,15,35,6,0
NA1_3834572433,0,,,,,,,,,,,,,,,,,,,,,0,1068334,False,20,19,6,0
NA1_3834572433,1,,,,,,,,,,,,,,,,,,,,,0,1068334,True,19,19,6,0
NA1_3834517858,0,,,,,,,,,,,,,,,,,,,,,0,1526143,True,10,29,6,0
NA1_3834517858,1,,,,,,,,,,,,,,,,,,,,,0,1526143,False,29,10,6,0
NA1_3834474179,0,,,,,,,,,,,,,,,,,,,,,0,1634910,True,24,42,6,0
NA1_3834474179,1,,,,,,,,,,,,,,,,,,,,,0,1634910,False,42,24,6,0
NA1_3834436475,0,,,,,,,,,,,,,,,,,,,,,0,2094432,True,33,42,6,0
NA1_3834436475,1,,,,,,,,,,,,,,,,,,,,,0,2094432,False,42,33,6,0
NA1_3834363063,0,,,,,,,,,,,,,,,,,,,,,0,2246242,True,39,52,6,0
NA1_3834363063,1,,,,,,,,,,,,,,,,,,,,,0,2246242,False,52,39,6,0
NA1_3834318302,0,,,,,,,,,,,,,,,,,,,,,0,1709297,False,33,26,6,0
NA1_3834318302,1,,,,,,,,,,,,,,,,,,,,,0,1709297,True,26,33,6,0
NA1_3833061824,0,,,,,,,,,,,,,,,,,,,,,0,2074383,True,23,31,6,0
NA1_3833061824,1,,,,,,,,,,,,,,,,,,,,,0,2074383,False,31,23,6,0
NA1_3832809593,0,,,,,,,,,,,,,,,,,,,,,0,1713751,True,27,34,6,0
NA1_3832809593,1,,,,,,,,,,,,,,,,,,,,,0,1713751,False,34,27,6,0
NA1_3832846252,0,,,,,,,,,,,,,,,,,,,,,0,1079024,True,7,22,6,0
NA1_3832846252,1,,,,,,,,,,,,,,,,,,,,,0,1079024,False,22,7,6,0
NA1_3832845120,0,,,,,,,,,,,,,,,,,,,,,0,194350,False,0,2,6,0
NA1_3832845120,1,,,,,,,,,,,,,,,,,,,,,0,194350,True,2,0,6,0
NA1_3829172400,0,,,,,,,,,,,,,,,,,,,,,0,1303536,True,12,23,6,0
NA1_3829172400,1,,,,,,,,,,,,,,,,,,,,,0,1303536,False,23,12,6,0
NA1_3829019614,0,,,,,,,,,,,,,,,,,,,,,0,1888228,False,38,24,6,0
NA1_3829019614,1,,,,,,,,,,,,,,,,,,,,,0,1888228,True,24,38,6,0
NA1_3829041541,0,,,,,,,,,,,,,,,,,,,,,0,1541824,True,15,24,6,0
NA1_3829041541,1,,,,,,,,,,,,,,,,,,,,,0,1541824,False,24,14,6,0
NA1_3828973736,0,,,,,,,,,,,,,,,,,,,,,0,2149965,False,48,31,6,0
NA1_3828973736,1,,,,,,,,,,,,,,,,,,,,,0,2149965,True,31,47,6,0
NA1_3828887549,0,,,,,,,,,,,,,,,,,,,,,0,1660803,False,31,21,6,0
NA1_3828887549,1,,,,,,,,,,,,,,,,,,,,,0,1660803,True,21,31,6,0
NA1_3827600169,0,,,,,,,,,,,,,,,,,,,,,0,2327919,False,41,33,6,0
NA1_3827600169,1,,,,,,,,,,,,,,,,,,,,,0,2327919,True,33,41,6,0
NA1_3827590249,0,,,,,,,,,,,,,,,,,,,,,0,1495801,True,19,19,6,0
NA1_3827590249,1,,,,,,,,,,,,,,,,,,,,,0,1495801,False,19,19,6,0
NA1_3827512793,0,,,,,,,,,,,,,,,,,,,,,0,2054734,True,22,27,6,0
NA1_3827512793,1,,,,,,,,,,,,,,,,,,,,,0,2054734,False,27,22,6,0
NA1_3827480826,0,,,,,,,,,,,,,,,,,,,,,0,201284,True,2,1,6,0
NA1_3827480826,1,,,,,,,,,,,,,,,,,,,,,0,201284,False,1,2,6,0
NA1_3827157670,0,,,,,,,,,,,,,,,,,,,,,0,1385671,True,6,20,6,0
NA1_3827157670,1,,,,,,,,,,,,,,,,,,,,,0,1385671,False,20,6,6,0
NA1_3827112950,0,,,,,,,,,,,,,,,,,,,,,0,2018550,False,30,25,6,0
NA1_3827112950,1,,,,,,,,,,,,,,,,,,,,,0,2018550,True,25,30,6,0
NA1_3827056884,0,,,,,,,,,,,,,,,,,,,,,0,2327857,False,42,31,6,0
NA1_3827056884,1,,,,,,,,,,,,,,,,,,,,,0,2327857,True,31,41,6,0
NA1_3827015085,0,,,,,,,,,,,,,,,,,,,,,0,1416159,False,33,14,6,0
NA1_3827015085,1,,,,,,,,,,,,,,,,,,,,,0,1416159,True,14,33,6,0
NA1_3825699323,0,,,,,,,,,,,,,,,,,,,,,0,1268078,False,27,14,6,0
NA1_3825699323,1,,,,,,,,,,,,,,,,,,,,,0,1268078,True,14,27,6,0
NA1_3825713117,0,,,,,,,,,,,,,,,,,,,,,0,1967176,True,34,40,6,0
NA1_3825713117,1,,,,,,,,,,,,,,,,,,,,,0,1967176,False,40,34,6,0
NA1_3825611433,0,,,,,,,,,,,,,,,,,,,,,0,2619693,False,51,45,6,0
NA1_3825611433,1,,,,,,,,,,,,,,,,,,,,,0,2619693,True,45,51,6,0
NA1_3824606641,0,,,,,,,,,,,,,,,,,,,,,0,1080742,False,31,28,6,0
NA1_3824606641,1,,,,,,,,,,,,,,,,,,,,,0,1080742,True,28,31,6,0
NA1_3824592746,0,,,,,,,,,,,,,,,,,,,,,0,1098157,True,29,37,6,0
NA1_3824592746,1,,,,,,,,,,,,,,,,,,,,,0,1098157,False,37,29,6,0
NA1_3824508969,0,,,,,,,,,,,,,,,,,,,,,0,692803,True,17,37,6,0
NA1_3824508969,1,,,,,,,,,,,,,,,,,,,,,0,692803,False,37,17,6,0
NA1_3824461952,0,,,,,,,,,,,,,,,,,,,,,0,2396645,False,45,38,6,0
NA1_3824461952,1,,,,,,,,,,,,,,,,,,,,,0,2396645,True,38,45,6,0
NA1_3823995552,0,,,,,,,,,,,,,,,,,,,,,0,2524237,True,41,51,6,0
NA1_3823995552,1,,,,,,,,,,,,,,,,,,,,,0,2524237,False,51,41,6,0
NA1_3823027321,0,,,,,,,,,,,,,,,,,,,,,0,1825934,True,25,41,6,0
NA1_3823027321,1,,,,,,,,,,,,,,,,,,,,,0,1825934,False,41,24,6,0
NA1_3822988452,0,,,,,,,,,,,,,,,,,,,,,0,1857641,False,49,26,6,0
NA1_3822988452,1,,,,,,,,,,,,,,,,,,,,,0,1857641,True,26,49,6,0
NA1_3822795362,0,,,,,,,,,,,,,,,,,,,,,0,754300,True,23,20,6,0
NA1_3822795362,1,,,,,,,,,,,,,,,,,,,,,0,754300,False,20,23,6,0
NA1_3822752941,0,,,,,,,,,,,,,,,,,,,,,0,1219342,True,47,47,6,0
NA1_3822752941,1,,,,,,,,,,,,,,,,,,,,,0,1219342,False,47,47,6,0
NA1_3822695766,0,,,,,,,,,,,,,,,,,,,,,0,2381207,False,35,42,6,0
NA1_3822695766,1,,,,,,,,,,,,,,,,,,,,,0,2381207,True,42,35,6,0
NA1_3822662489,0,,,,,,,,,,,,,,,,,,,,,0,1326532,False,26,8,6,0
NA1_3822662489,1,,,,,,,,,,,,,,,,,,,,,0,1326532,True,8,26,6,0
NA1_3822588165,0,,,,,,,,,,,,,,,,,,,,,0,1725076,False,34,23,6,0
