matchid,teamid,0_1,0_2,0_3,0_4,1_2,1_3,1_4,2_3,2_4,3_4,cs_00,cs_01,cs_02,cs_03,cs_04,cs_05,cs_06,cs_07,cs_08,cs_09,total_cs,gameDuration,win,total_death,total_kills,total_obj,delta_cs
NA1_3804383151,0,,,,,,,,,,,,,,,,,,,,,0,1338516,False,41,50,6,0
NA1_3804383151,1,,,,,,,,,,,,,,,,,,,,,0,1338516,True,50,41,6,0
NA1_3802611619,0,,,,,,,,,,,,,,,,,,,,,0,1248343,True,31,37,6,0
NA1_3802611619,1,,,,,,,,,,,,,,,,,,,,,0,1248343,False,37,31,6,0
NA1_3801894643,0,,,,,,,,,,,,,,,,,,,,,0,995672,False,41,17,6,0
NA1_3801894643,1,,,,,,,,,,,,,,,,,,,,,0,995672,True,17,41,6,0
NA1_3801868953,0,,,,,,,,,,,,,,,,,,,,,0,1474472,False,49,52,6,0
NA1_3801868953,1,,,,,,,,,,,,,,,,,,,,,0,1474472,True,52,49,6,0
NA1_3801562982,0,,,,,,,,,,,,,,,,,,,,,0,784104,True,20,37,6,0
NA1_3801562982,1,,,,,,,,,,,,,,,,,,,,,0,784104,False,37,20,6,0
NA1_3801550857,0,,,,,,,,,,,,,,,,,,,,,0,889871,True,22,26,6,0
NA1_3801550857,1,,,,,,,,,,,,,,,,,,,,,0,889871,False,27,22,6,0
NA1_3801488506,0,,,,,,,,,,,,,,,,,,,,,0,922621,True,22,31,6,0
NA1_3801488506,1,,,,,,,,,,,,,,,,,,,,,0,922621,False,31,22,6,0
NA1_3801477063,0,,,,,,,,,,,,,,,,,,,,,0,734663,True,8,33,6,0
NA1_3801477063,1,,,,,,,,,,,,,,,,,,,,,0,734663,False,33,8,6,0
NA1_3797860561,0,,,,,,,,,,,,,,,,,,,,,0,1455151,True,51,61,6,0
NA1_3797860561,1,,,,,,,,,,,,,,,,,,,,,0,1455151,False,61,51,6,0
NA1_3794661597,0,,,,,,,,,,,,,,,,,,,,,0,1903576,False,51,51,6,0
NA1_3794661597,1,,,,,,,,,,,,,,,,,,,,,0,1903576,True,51,51,6,0
NA1_3794578341,0,,,,,,,,,,,,,,,,,,,,,0,1460006,True,31,59,6,0
NA1_3794578341,1,,,,,,,,,,,,,,,,,,,,,0,1460006,False,59,31,6,0
NA1_3794575947,0,,,,,,,,,,,,,,,,,,,,,0,1090470,False,36,25,6,0
NA1_3794575947,1,,,,,,,,,,,,,,,,,,,,,0,1090470,True,25,36,6,0
NA1_3794602295,0,,,,,,,,,,,,,,,,,,,,,0,883939,False,45,22,6,0
NA1_3794602295,1,,,,,,,,,,,,,,,,,,,,,0,883939,True,22,45,6,0
NA1_3793372717,0,,,,,,,,,,,,,,,,,,,,,0,1118732,False,42,40,6,0
NA1_3793372717,1,,,,,,,,,,,,,,,,,,,,,0,1118732,True,40,41,6,0
NA1_3793420057,0,,,,,,,,,,,,,,,,,,,,,0,1579934,False,41,51,6,0
NA1_3793420057,1,,,,,,,,,,,,,,,,,,,,,0,1579934,True,51,41,6,0
NA1_3792066975,0,,,,,,,,,,,,,,,,,,,,,0,658177,False,27,12,6,0
NA1_3792066975,1,,,,,,,,,,,,,,,,,,,,,0,658177,True,13,27,6,0
NA1_3792054695,0,,,,,,,,,,,,,,,,,,,,,0,1036734,False,36,20,6,0
NA1_3792054695,1,,,,,,,,,,,,,,,,,,,,,0,1036734,True,20,36,6,0
NA1_3789415176,0,,,,,,,,,,,,,,,,,,,,,0,1055215,True,48,66,6,0
NA1_3789415176,1,,,,,,,,,,,,,,,,,,,,,0,1055215,False,66,48,6,0
NA1_3787666311,0,,,,,,,,,,,,,,,,,,,,,0,793966,False,33,6,6,0
NA1_3787666311,1,,,,,,,,,,,,,,,,,,,,,0,793966,True,6,33,6,0
NA1_3786660188,0,,,,,,,,,,,,,,,,,,,,,0,626076,False,25,7,6,0
NA1_3786660188,1,,,,,,,,,,,,,,,,,,,,,0,626076,True,7,24,6,0
NA1_3786558732,0,,,,,,,,,,,,,,,,,,,,,0,1094692,False,46,27,6,0
NA1_3786558732,1,,,,,,,,,,,,,,,,,,,,,0,1094692,True,27,46,6,0
NA1_3786437066,0,,,,,,,,,,,,,,,,,,,,,0,1344526,False,59,25,6,0
NA1_3786437066,1,,,,,,,,,,,,,,,,,,,,,0,1344526,True,25,59,6,0
NA1_3786481412,0,,,,,,,,,,,,,,,,,,,,,0,520119,True,4,29,6,0
NA1_3786481412,1,,,,,,,,,,,,,,,,,,,,,0,520119,False,29,4,6,0
NA1_3786345105,0,,,,,,,,,,,,,,,,,,,,,0,1238572,True,43,53,6,0
NA1_3786345105,1,,,,,,,,,,,,,,,,,,,,,0,1238572,False,53,42,6,0
NA1_3785331555,0,,,,,,,,,,,,,,,,,,,,,0,1660209,False,61,53,6,0
NA1_3785331555,1,,,,,,,,,,,,,,,,,,,,,0,1660209,True,53,61,6,0
NA1_3785306544,0,,,,,,,,,,,,,,,,,,,,,0,979227,True,21,42,6,0
NA1_3785306544,1,,,,,,,,,,,,,,,,,,,,,0,979227,False,42,21,6,0
NA1_3785051679,0,,,,,,,,,,,,,,,,,,,,,0,951969,True,37,30,6,0
NA1_3785051679,1,,,,,,,,,,,,,,,,,,,,,0,951969,False,30,37,6,0
NA1_3784919499,0,,,,,,,,,,,,,,,,,,,,,0,1225866,False,39,40,6,0
NA1_3784919499,1,,,,,,,,,,,,,,,,,,,,,0,1225866,True,40,39,6,0
NA1_3783493740,0,,,,,,,,,,,,,,,,,,,,,0,1101375,True,13,36,6,0
NA1_3783493740,1,,,,,,,,,,,,,,,,,,,,,0,1101375,False,36,13,6,0
NA1_3783428379,0,,,,,,,,,,,,,,,,,,,,,0,1140999,True,27,51,6,0
NA1_3783428379,1,,,,,,,,,,,,,,,,,,,,,0,1140999,False,51,27,6,0
NA1_3782300424,0,,,,,,,,,,,,,,,,,,,,,0,1035603,False,42,29,6,0
NA1_3782300424,1,,,,,,,,,,,,,,,,,,,,,0,1035603,True,29,42,6,0
NA1_3782265691,0,,,,,,,,,,,,,,,,,,,,,0,1257891,False,52,45,6,0
NA1_3782265691,1,,,,,,,,,,,,,,,,,,,,,0,1257891,True,45,52,6,0
NA1_3782264284,0,,,,,,,,,,,,,,,,,,,,,0,966875,False,43,29,6,0
NA1_3782264284,1,,,,,,,,,,,,,,,,,,,,,0,966875,True,29,43,6,0
NA1_3782234984,0,,,,,,,,,,,,,,,,,,,,,0,620075,True,14,38,6,0
NA1_3782234984,1,,,,,,,,,,,,,,,,,,,,,0,620075,False,38,14,6,0
NA1_3779594320,0,,,,,,,,,,,,,,,,,,,,,0,558450,True,11,9,6,0
NA1_3779594320,1,,,,,,,,,,,,,,,,,,,,,0,558450,False,9,11,6,0
NA1_3778512454,0,,,,,,,,,,,,,,,,,,,,,0,888054,True,21,43,6,0
NA1_3778512454,1,,,,,,,,,,,,,,,,,,,,,0,888054,False,43,20,6,0
NA1_3777980538,0,,,,,,,,,,,,,,,,,,,,,0,1391354,True,47,48,6,0
NA1_3777980538,1,,,,,,,,,,,,,,,,,,,,,0,1391354,False,48,45,6,0
NA1_3777948287,0,,,,,,,,,,,,,,,,,,,,,0,538738,False,24,9,6,0
NA1_3777948287,1,,,,,,,,,,,,,,,,,,,,,0,538738,True,9,24,6,0
NA1_3777480401,0,,,,,,,,,,,,,,,,,,,,,0,1063307,True,22,52,6,0
NA1_3777480401,1,,,,,,,,,,,,,,,,,,,,,0,1063307,False,52,22,6,0
NA1_3777463075,0,,,,,,,,,,,,,,,,,,,,,0,1081759,False,39,23,6,0
NA1_3777463075,1,,,,,,,,,,,,,,,,,,,,,0,1081759,True,23,39,6,0
NA1_3768966203,0,,,,,,,,,,,,,,,,,,,,,0,711206,True,21,36,6,0
NA1_3768966203,1,,,,,,,,,,,,,,,,,,,,,0,711206,False,36,21,6,0
NA1_3768855841,0,,,,,,,,,,,,,,,,,,,,,0,1520751,True,54,58,6,0
NA1_3768855841,1,,,,,,,,,,,,,,,,,,,,,0,1520751,False,58,54,6,0
NA1_3756008992,0,,,,,,,,,,,,,,,,,,,,,0,1005325,False,41,42,6,0
NA1_3756008992,1,,,,,,,,,,,,,,,,,,,,,0,1005325,True,44,41,6,0
NA1_3755997474,0,,,,,,,,,,,,,,,,,,,,,0,1270258,False,53,38,6,0
NA1_3755997474,1,,,,,,,,,,,,,,,,,,,,,0,1270258,True,39,53,6,0
NA1_3756025167,0,,,,,,,,,,,,,,,,,,,,,0,1304731,False,44,32,6,0
NA1_3756025167,1,,,,,,,,,,,,,,,,,,,,,0,1304731,True,32,44,6,0
NA1_3755946674,0,,,,,,,,,,,,,,,,,,,,,0,1781275,False,54,61,6,0
NA1_3755946674,1,,,,,,,,,,,,,,,,,,,,,0,1781275,True,61,54,6,0
NA1_3755915823,0,,,,,,,,,,,,,,,,,,,,,0,753437,True,13,26,6,0
NA1_3755915823,1,,,,,,,,,,,,,,,,,,,,,0,753437,False,26,13,6,0
NA1_3755913710,0,,,,,,,,,,,,,,,,,,,,,0,942158,True,26,38,6,0
NA1_3755913710,1,,,,,,,,,,,,,,,,,,,,,0,942158,False,38,26,6,0
NA1_3755912056,0,,,,,,,,,,,,,,,,,,,,,0,1024082,False,41,34,6,0
NA1_3755912056,1,,,,,,,,,,,,,,,,,,,,,0,1024082,True,34,41,6,0
NA1_3742901909,0,,,,,,,,,,,,,,,,,,,,,0,1438977,True,70,57,6,0
NA1_3742901909,1,,,,,,,,,,,,,,,,,,,,,0,1438977,False,57,70,6,0
NA1_3741841247,0,,,,,,,,,,,,,,,,,,,,,0,965225,False,40,26,6,0
NA1_3741841247,1,,,,,,,,,,,,,,,,,,,,,0,965225,True,26,40,6,0
NA1_3739957882,0,,,,,,,,,,,,,,,,,,,,,0,1446896,True,65,67,6,0
NA1_3739957882,1,,,,,,,,,,,,,,,,,,,,,0,1446896,False,67,65,6,0
NA1_3739994724,0,,,,,,,,,,,,,,,,,,,,,0,1343538,False,52,44,6,0
NA1_3739994724,1,,,,,,,,,,,,,,,,,,,,,0,1343538,True,44,52,6,0
NA1_3738532985,0,,,,,,,,,,,,,,,,,,,,,0,1473539,False,54,50,6,0
NA1_3738532985,1,,,,,,,,,,,,,,,,,,,,,0,1473539,True,50,54,6,0
NA1_3738530448,0,,,,,,,,,,,,,,,,,,,,,0,1478407,False,78,70,6,0
NA1_3738530448,1,,,,,,,,,,,,,,,,,,,,,0,1478407,True,70,78,6,0
NA1_3738458584,0,,,,,,,,,,,,,,,,,,,,,0,1490823,True,49,39,6,0
NA1_3738458584,1,,,,,,,,,,,,,,,,,,,,,0,1490823,False,39,48,6,0
NA1_3738398322,0,,,,,,,,,,,,,,,,,,,,,0,1044138,False,40,31,6,0
NA1_3738398322,1,,,,,,,,,,,,,,,,,,,,,0,1044138,True,32,40,6,0
NA1_3737056916,0,,,,,,,,,,,,,,,,,,,,,0,1585739,False,70,63,6,0
NA1_3737056916,1,,,,,,,,,,,,,,,,,,,,,0,1585739,True,63,70,6,0
NA1_3736973298,0,,,,,,,,,,,,,,,,,,,,,0,1242372,True,50,70,6,0
NA1_3736973298,1,,,,,,,,,,,,,,,,,,,,,0,1242372,False,70,48,6,0
NA1_3736918609,0,,,,,,,,,,,,,,,,,,,,,0,1821741,True,66,61,6,0
NA1_3736918609,1,,,,,,,,,,,,,,,,,,,,,0,1821741,False,61,65,6,0
NA1_3733800820,0,,,,,,,,,,,,,,,,,,,,,0,1420707,False,56,50,6,0
NA1_3733800820,1,,,,,,,,,,,,,,,,,,,,,0,1420707,True,50,56,6,0
NA1_3733521478,0,,,,,,,,,,,,,,,,,,,,,0,1886116,True,72,61,6,0
NA1_3733521478,1,,,,,,,,,,,,,,,,,,,,,0,1886116,False,61,72,6,0
NA1_3732351241,0,,,,,,,,,,,,,,,,,,,,,0,1953435,True,66,53,6,0
NA1_3732351241,1,,,,,,,,,,,,,,,,,,,,,0,1953435,False,53,65,6,0
NA1_3732228839,0,,,,,,,,,,,,,,,,,,,,,0,909933,False,37,22,6,0
NA1_3732228839,1,,,,,,,,,,,,,,,,,,,,,0,909933,True,22,37,6,0
NA1_3731886865,0,,,,,,,,,,,,,,,,,,,,,0,949418,False,47,29,6,0
NA1_3731886865,1,,,,,,,,,,,,,,,,,,,,,0,949418,True,29,47,6,0
NA1_3728282158,0,,,,,,,,,,,,,,,,,,,,,0,980587,True,33,57,6,0
NA1_3728282158,1,,,,,,,,,,,,,,,,,,,,,0,980587,False,57,33,6,0
NA1_3728220928,0,,,,,,,,,,,,,,,,,,,,,0,1136837,False,48,37,6,0
NA1_3728220928,1,,,,,,,,,,,,,,,,,,,,,0,1136837,True,37,48,6,0
NA1_3728128706,0,,,,,,,,,,,,,,,,,,,,,0,1143592,True,52,42,6,0
NA1_3728128706,1,,,,,,,,,,,,,,,,,,,,,0,1143592,False,42,52,6,0
NA1_3726326337,0,,,,,,,,,,,,,,,,,,,,,0,1667343,False,59,66,6,0
NA1_3726326337,1,,,,,,,,,,,,,,,,,,,,,0,1667343,True,66,59,6,0
NA1_3726362240,0,,,,,,,,,,,,,,,,,,,,,0,1052892,True,27,48,6,0
NA1_3726362240,1,,,,,,,,,,,,,,,,,,,,,0,1052892,False,49,26,6,0
NA1_3726360396,0,,,,,,,,,,,,,,,,,,,,,0,691237,True,14,31,6,0
NA1_3726360396,1,,,,,,,,,,,,,,,,,,,,,0,691237,False,31,14,6,0
NA1_3726269490,0,,,,,,,,,,,,,,,,,,,,,0,1040968,False,37,45,6,0
NA1_3726269490,1,,,,,,,,,,,,,,,,,,,,,0,1040968,True,46,37,6,0
NA1_3726276131,0,,,,,,,,,,,,,,,,,,,,,0,1276319,True,30,47,6,0
NA1_3726276131,1,,,,,,,,,,,,,,,,,,,,,0,1276319,False,47,30,6,0
NA1_3724752853,0,,,,,,,,,,,,,,,,,,,,,0,1441550,False,58,50,6,0
NA1_3724752853,1,,,,,,,,,,,,,,,,,,,,,0,1441550,True,50,58,6,0
NA1_3724732613,0,,,,,,,,,,,,,,,,,,,,,0,925306,True,28,36,6,0
NA1_3724732613,1,,,,,,,,,,,,,,,,,,,,,0,925306,False,36,28,6,0
NA1_3723024145,0,,,,,,,,,,,,,,,,,,,,,0,2114950,True,61,67,6,0
NA1_3723024145,1,,,,,,,,,,,,,,,,,,,,,0,2114950,False,67,61,6,0
NA1_3723010346,0,,,,,,,,,,,,,,,,,,,,,0,1299613,True,40,60,6,0
NA1_3723010346,1,,,,,,,,,,,,,,,,,,,,,0,1299613,False,60,40,6,0
NA1_3722966739,0,,,,,,,,,,,,,,,,,,,,,0,984316,False,39,21,6,0
NA1_3722966739,1,,,,,,,,,,,,,,,,,,,,,0,984316,True,21,39,6,0
NA1_3722992373,0,,,,,,,,,,,,,,,,,,,,,0,956749,False,38,21,6,0
NA1_3722992373,1,,,,,,,,,,,,,,,,,,,,,0,956749,True,21,38,6,0
NA1_3720807792,0,,,,,,,,,,,,,,,,,,,,,0,1774798,False,73,54,6,0
NA1_3720807792,1,,,,,,,,,,,,,,,,,,,,,0,1774798,True,54,73,6,0
NA1_3719803018,0,,,,,,,,,,,,,,,,,,,,,0,979523,True,29,43,6,0
NA1_3719803018,1,,,,,,,,,,,,,,,,,,,,,0,979523,False,43,29,6,0
NA1_3719756451,0,,,,,,,,,,,,,,,,,,,,,0,1223172,True,31,38,6,0
NA1_3719756451,1,,,,,,,,,,,,,,,,,,,,,0,1223172,False,39,31,6,0
NA1_3719746192,0,,,,,,,,,,,,,,,,,,,,,0,1091482,True,25,39,6,0
NA1_3719746192,1,,,,,,,,,,,,,,,,,,,,,0,1091482,False,39,25,6,0
NA1_3719191480,0,,,,,,,,,,,,,,,,,,,,,0,776296,False,45,22,6,0
NA1_3719191480,1,,,,,,,,,,,,,,,,,,,,,0,776296,True,22,45,6,0
NA1_3719139883,0,,,,,,,,,,,,,,,,,,,,,0,881999,True,36,34,6,0
NA1_3719139883,1,,,,,,,,,,,,,,,,,,,,,0,881999,False,34,36,6,0
NA1_3719036805,0,,,,,,,,,,,,,,,,,,,,,0,948156,True,32,36,6,0
NA1_3719036805,1,,,,,,,,,,,,,,,,,,,,,0,948156,False,36,32,6,0
NA1_3718586042,0,,,,,,,,,,,,,,,,,,,,,0,930660,True,24,34,6,0
NA1_3718586042,1,,,,,,,,,,,,,,,,,,,,,0,930660,False,35,23,6,0
NA1_3717340859,0,,,,,,,,,,,,,,,,,,,,,0,553141,False,14,11,6,0
NA1_3717340859,1,,,,,,,,,,,,,,,,,,,,,0,553141,True,11,14,6,0
NA1_3717281630,0,,,,,,,,,,,,,,,,,,,,,0,1197183,False,50,56,6,0
NA1_3717281630,1,,,,,,,,,,,,,,,,,,,,,0,1197183,True,56,50,6,0
NA1_3717258326,0,,,,,,,,,,,,,,,,,,,,,0,1310669,True,51,50,6,0
NA1_3717258326,1,,,,,,,,,,,,,,,,,,,,,0,1310669,False,50,51,6,0
NA1_3717257224,0,,,,,,,,,,,,,,,,,,,,,0,1000196,False,38,23,6,0
NA1_3717257224,1,,,,,,,,,,,,,,,,,,,,,0,1000196,True,24,38,6,0
NA1_3714858169,0,,,,,,,,,,,,,,,,,,,,,0,1235318,True,26,32,6,0
NA1_3714858169,1,,,,,,,,,,,,,,,,,,,,,0,1235318,False,32,26,6,0
NA1_3714864646,0,,,,,,,,,,,,,,,,,,,,,0,1076024,False,42,29,6,0
NA1_3714864646,1,,,,,,,,,,,,,,,,,,,,,0,1076024,True,29,42,6,0
NA1_3710001209,0,,,,,,,,,,,,,,,,,,,,,0,1137610,True,26,47,6,0
NA1_3710001209,1,,,,,,,,,,,,,,,,,,,,,0,1137610,False,47,26,6,0
NA1_3709949581,0,,,,,,,,,,,,,,,,,,,,,0,744871,True,12,26,6,0
NA1_3709949581,1,,,,,,,,,,,,,,,,,,,,,0,744871,False,26,11,6,0
NA1_3707833386,0,,,,,,,,,,,,,,,,,,,,,0,1468481,False,56,64,6,0
NA1_3707833386,1,,,,,,,,,,,,,,,,,,,,,0,1468481,True,64,56,6,0
NA1_3707849943,0,,,,,,,,,,,,,,,,,,,,,0,958972,True,33,47,6,0
NA1_3707849943,1,,,,,,,,,,,,,,,,,,,,,0,958972,False,47,33,6,0
NA1_3705115354,0,,,,,,,,,,,,,,,,,,,,,0,1962379,False,77,77,6,0
NA1_3705115354,1,,,,,,,,,,,,,,,,,,,,,0,1962379,True,78,76,6,0
NA1_3705103976,0,,,,,,,,,,,,,,,,,,,,,0,1124613,True,31,38,6,0
NA1_3705103976,1,,,,,,,,,,,,,,,,,,,,,0,1124613,False,39,30,6,0
NA1_3705092053,0,,,,,,,,,,,,,,,,,,,,,0,1047062,True,24,46,6,0
NA1_3705092053,1,,,,,,,,,,,,,,,,,,,,,0,1047062,False,46,24,6,0
NA1_3705089181,0,,,,,,,,,,,,,,,,,,,,,0,558390,False,35,17,6,0
NA1_3705089181,1,,,,,,,,,,,,,,,,,,,,,0,558390,True,17,35,6,0
NA1_3889781654,0,,,,,,,,,,,,,,,,,,,,,0,1243673,True,45,58,6,0
NA1_3889781654,1,,,,,,,,,,,,,,,,,,,,,0,1243673,False,58,44,6,0
NA1_3888120499,0,,,,,,,,,,,,,,,,,,,,,0,978324,False,40,42,6,0
NA1_3888120499,1,,,,,,,,,,,,,,,,,,,,,0,978324,True,42,40,6,0
NA1_3885197640,0,,,,,,,,,,,,,,,,,,,,,0,1574266,True,45,55,6,0
NA1_3885197640,1,,,,,,,,,,,,,,,,,,,,,0,1574266,False,55,45,6,0
NA1_3882803822,0,,,,,,,,,,,,,,,,,,,,,0,1347794,False,42,34,6,0
NA1_3882803822,1,,,,,,,,,,,,,,,,,,,,,0,1347794,True,34,42,6,0
NA1_3878973090,0,,,,,,,,,,,,,,,,,,,,,0,565530,True,12,26,6,0
NA1_3878973090,1,,,,,,,,,,,,,,,,,,,,,0,565530,False,26,10,6,0
NA1_3878218361,0,,,,,,,,,,,,,,,,,,,,,0,994151,True,26,47,6,0
NA1_3878218361,1,,,,,,,,,,,,,,,,,,,,,0,994151,False,47,26,6,0
NA1_3877785087,0,,,,,,,,,,,,,,,,,,,,,0,1779410,True,47,57,6,0
NA1_3877785087,1,,,,,,,,,,,,,,,,,,,,,0,1779410,False,57,47,6,0
NA1_3876426097,0,,,,,,,,,,,,,,,,,,,,,0,941793,True,35,46,6,0
NA1_3876426097,1,,,,,,,,,,,,,,,,,,,,,0,941793,False,46,35,6,0
NA1_3872874691,0,,,,,,,,,,,,,,,,,,,,,0,1487146,True,47,61,6,0
NA1_3872874691,1,,,,,,,,,,,,,,,,,,,,,0,1487146,False,61,47,6,0
NA1_3871615114,0,,,,,,,,,,,,,,,,,,,,,0,1465998,False,63,75,6,0
NA1_3871615114,1,,,,,,,,,,,,,,,,,,,,,0,1465998,True,75,63,6,0
NA1_3868226907,0,,,,,,,,,,,,,,,,,,,,,0,802150,False,30,21,6,0
NA1_3868226907,1,,,,,,,,,,,,,,,,,,,,,0,802150,True,21,30,6,0
NA1_3867334186,0,,,,,,,,,,,,,,,,,,,,,0,806670,True,28,43,6,0
NA1_3867334186,1,,,,,,,,,,,,,,,,,,,,,0,806670,False,43,28,6,0
NA1_3867154278,0,,,,,,,,,,,,,,,,,,,,,0,1380757,True,53,48,6,0
NA1_3867154278,1,,,,,,,,,,,,,,,,,,,,,0,1380757,False,49,53,6,0
NA1_3865820964,0,,,,,,,,,,,,,,,,,,,,,0,1229954,True,44,43,6,0
NA1_3865820964,1,,,,,,,,,,,,,,,,,,,,,0,1229954,False,43,44,6,0
NA1_3860435502,0,,,,,,,,,,,,,,,,,,,,,0,1279475,False,67,55,6,0
NA1_3860435502,1,,,,,,,,,,,,,,,,,,,,,0,1279475,True,55,67,6,0
NA1_3857780516,0,,,,,,,,,,,,,,,,,,,,,0,488337,False,40,14,6,0
NA1_3857780516,1,,,,,,,,,,,,,,,,,,,,,0,488337,True,14,40,6,0
NA1_3857171710,0,,,,,,,,,,,,,,,,,,,,,0,1281884,True,43,58,6,0
NA1_3857171710,1,,,,,,,,,,,,,,,,,,,,,0,1281884,False,58,42,6,0
NA1_3857111797,0,,,,,,,,,,,,,,,,,,,,,0,1281856,True,39,45,6,0
NA1_3857111797,1,,,,,,,,,,,,,,,,,,,,,0,1281856,False,46,39,6,0
NA1_3856630371,0,,,,,,,,,,,,,,,,,,,,,0,1048611,False,41,25,6,0
NA1_3856630371,1,,,,,,,,,,,,,,,,,,,,,0,1048611,True,25,41,6,0
NA1_3854977817,0,,,,,,,,,,,,,,,,,,,,,0,985571,False,38,37,6,0
NA1_3854977817,1,,,,,,,,,,,,,,,,,,,,,0,985571,True,38,38,6,0
NA1_3853716442,0,,,,,,,,,,,,,,,,,,,,,0,834880,False,31,29,6,0
NA1_3853716442,1,,,,,,,,,,,,,,,,,,,,,0,834880,True,29,31,6,0
NA1_3852354683,0,,,,,,,,,,,,,,,,,,,,,0,2039486,True,71,77,6,0
NA1_3852354683,1,,,,,,,,,,,,,,,,,,,,,0,2039486,False,77,71,6,0
NA1_3851393202,0,,,,,,,,,,,,,,,,,,,,,0,817408,False,34,17,6,0
NA1_3851393202,1,,,,,,,,,,,,,,,,,,,,,0,817408,True,17,34,6,0
NA1_3850294781,0,,,,,,,,,,,,,,,,,,,,,0,1229302,False,46,43,6,0
NA1_3850294781,1,,,,,,,,,,,,,,,,,,,,,0,1229302,True,43,46,6,0
NA1_3848762236,0,,,,,,,,,,,,,,,,,,,,,0,976066,True,29,57,6,0
NA1_3848762236,1,,,,,,,,,,,,,,,,,,,,,0,976066,False,57,29,6,0
NA1_3848620814,0,,,,,,,,,,,,,,,,,,,,,0,928016,False,49,31,6,0
NA1_3848620814,1,,,,,,,,,,,,,,,,,,,,,0,928016,True,31,49,6,0
NA1_3847619338,0,,,,,,,,,,,,,,,,,,,,,0,1262065,True,24,41,6,0
NA1_3847619338,1,,,,,,,,,,,,,,,,,,,,,0,1262065,False,41,24,6,0
NA1_3847114330,0,,,,,,,,,,,,,,,,,,,,,0,811932,True,23,48,6,0
NA1_3847114330,1,,,,,,,,,,,,,,,,,,,,,0,811932,False,48,23,6,0
NA1_3846575573,0,,,,,,,,,,,,,,,,,,,,,0,1208811,False,41,26,6,0
NA1_3846575573,1,,,,,,,,,,,,,,,,,,,,,0,1208811,True,26,40,6,0
NA1_3843256828,0,,,,,,,,,,,,,,,,,,,,,0,1001129,False,51,33,6,0
NA1_3843256828,1,,,,,,,,,,,,,,,,,,,,,0,1001129,True,33,51,6,0
NA1_3843273194,0,,,,,,,,,,,,,,,,,,,,,0,1299510,False,40,40,6,0
NA1_3843273194,1,,,,,,,,,,,,,,,,,,,,,0,1299510,True,40,40,6,0
NA1_3842706111,0,,,,,,,,,,,,,,,,,,,,,0,1605942,True,64,67,6,0
NA1_3842706111,1,,,,,,,,,,,,,,,,,,,,,0,1605942,False,67,64,6,0
NA1_3841484042,0,,,,,,,,,,,,,,,,,,,,,0,1105463,False,34,19,6,0
NA1_3841484042,1,,,,,,,,,,,,,,,,,,,,,0,1105463,True,19,34,6,0
NA1_3839891164,0,,,,,,,,,,,,,,,,,,,,,0,1061770,False,48,47,6,0
NA1_3839891164,1,,,,,,,,,,,,,,,,,,,,,0,1061770,True,47,48,6,0
NA1_3839737957,0,,,,,,,,,,,,,,,,,,,,,0,1146069,False,35,43,6,0
NA1_3839737957,1,,,,,,,,,,,,,,,,,,,,,0,1146069,True,44,34,6,0
NA1_3839610077,0,,,,,,,,,,,,,,,,,,,,,0,1189004,True,40,56,6,0
NA1_3839610077,1,,,,,,,,,,,,,,,,,,,,,0,1189004,False,57,40,6,0
NA1_3838612471,0,,,,,,,,,,,,,,,,,,,,,0,1152033,True,39,59,6,0
NA1_3838612471,1,,,,,,,,,,,,,,,,,,,,,0,1152033,False,59,38,6,0
NA1_3833105798,0,,,,,,,,,,,,,,,,,,,,,0,1400779,False,58,39,6,0
NA1_3833105798,1,,,,,,,,,,,,,,,,,,,,,0,1400779,True,39,58,6,0
NA1_3832903169,0,,,,,,,,,,,,,,,,,,,,,0,759899,True,19,41,6,0
NA1_3832903169,1,,,,,,,,,,,,,,,,,,,,,0,759899,False,41,19,6,0
NA1_3830079647,0,,,,,,,,,,,,,,,,,,,,,0,1083863,False,50,31,6,0
NA1_3830079647,1,,,,,,,,,,,,,,,,,,,,,0,1083863,True,31,49,6,0
NA1_3829286336,0,,,,,,,,,,,,,,,,,,,,,0,1254591,True,45,58,6,0
NA1_3829286336,1,,,,,,,,,,,,,,,,,,,,,0,1254591,False,59,45,6,0
NA1_3828526512,0,,,,,,,,,,,,,,,,,,,,,0,635233,True,18,23,6,0
NA1_3828526512,1,,,,,,,,,,,,,,,,,,,,,0,635233,False,23,18,6,0
NA1_3827912443,0,,,,,,,,,,,,,,,,,,,,,0,1200533,True,35,38,6,0
NA1_3827912443,1,,,,,,,,,,,,,,,,,,,,,0,1200533,False,38,35,6,0
NA1_3826490378,0,,,,,,,,,,,,,,,,,,,,,0,582632,True,10,19,6,0
NA1_3826490378,1,,,,,,,,,,,,,,,,,,,,,0,582632,False,19,10,6,0
NA1_3825033870,0,,,,,,,,,,,,,,,,,,,,,0,1411382,True,38,59,6,0
NA1_3825033870,1,,,,,,,,,,,,,,,,,,,,,0,1411382,False,59,38,6,0
NA1_3824332631,0,,,,,,,,,,,,,,,,,,,,,0,1092131,True,42,54,6,0
NA1_3824332631,1,,,,,,,,,,,,,,,,,,,,,0,1092131,False,54,42,6,0
NA1_3820475892,0,,,,,,,,,,,,,,,,,,,,,0,847637,False,30,21,6,0
NA1_3820475892,1,,,,,,,,,,,,,,,,,,,,,0,847637,True,22,30,6,0
NA1_3819118458,0,,,,,,,,,,,,,,,,,,,,,0,1359074,False,75,43,6,0
